Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Load.1001231-DC8,    19.7689,    56.16,    19.7689,  -123.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D1,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D2,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D3,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D4,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D5,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1001637-D6,    25.1607,   -94.50,    25.1656,   145.54,    25.1688,    25.37,  0.0594678,   107.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003127-DB1,    15.2389,   176.23,    15.2389,    -3.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003133-DB1,    38.0984,   176.37,    38.0984,    -3.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003134-D1,    50.3751,   -94.10,    50.3787,   145.95,    50.3868,    25.85,  0.0736633,    95.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003134-D2,    50.3751,   -94.10,    50.3787,   145.95,    50.3868,    25.85,  0.0736633,    95.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003134-D3,    50.3751,   -94.10,    50.3787,   145.95,    50.3868,    25.85,  0.0736633,    95.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003125-DA1,    21.5152,   -64.16,    21.5152,   115.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D1,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D2,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D3,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D4,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D5,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D6,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D7,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D8,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D9,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D10,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D11,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D12,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D13,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D14,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D15,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D16,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D17,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D18,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D19,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D20,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D21,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D22,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D23,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D24,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D25,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D26,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D27,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D28,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D29,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D30,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D31,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D32,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D33,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D34,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D35,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D36,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.1003130-D37,    2.99991,   -94.46,     2.9999,   145.60,    3.00029,    25.53, 0.00295712,    67.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
